respondent_id,h1n1_vaccine,seasonal_vaccine
26803,0.14425602555275,0.395965814590454
26804,0.01,0.18142694234848
26805,0.0033380389213562,0.157277643680573
26806,0.126737326383591,0.827629089355469
26807,0.582508742809296,0.933338940143585
26808,0.233526676893234,0.605486869812012
26809,0.521155714988708,0.216948181390762
26810,0.01,0.112580001354218
26811,0.01,0.0840928554534912
26812,0.164633050560951,0.738578200340271
26813,0.230077683925629,0.358406543731689
26814,0.117394715547562,0.475403368473053
26815,0.0798445343971252,0.172839164733887
26816,0.01,0.0765820145606995
26817,0.222491055727005,0.726159155368805
26818,0.128625899553299,0.234167277812958
26819,0.23966372013092,0.399854481220245
26820,0.15178856253624,0.245814859867096
26821,0.175438851118088,0.607617557048798
26822,0.234650954604149,0.795208096504211
26823,0.304066509008408,0.456534147262573
26824,0.01,0.627420425415039
26825,0.325939685106277,0.694659829139709
26826,0.154970034956932,0.725596249103546
26827,0.00564169883728027,0.209174394607544
26828,0.243733391165733,0.578926086425781
26829,0.56651508808136,0.871777892112732
26830,0.105286225676537,0.779762625694275
26831,0.177034124732018,0.820249080657959
26832,0.150552839040756,0.74000072479248
26833,0.01,0.406732439994812
26834,0.219786092638969,0.430014699697495
26835,0.525279998779297,0.892048180103302
26836,0.188225895166397,0.490111142396927
26837,0.039050817489624,0.01
26838,0.13696226477623,0.516272783279419
26839,0.093371719121933,0.59650194644928
26840,0.0232698321342468,0.124817311763763
26841,0.48956573009491,0.704289555549622
26842,0.101233690977097,0.183121204376221
26843,0.01,0.01
26844,0.0811694860458374,0.600341260433197
26845,0.160930767655373,0.699523210525513
26846,0.0478203594684601,0.767475962638855
26847,0.186363726854324,0.105433285236359
26848,0.123998537659645,0.743638455867767
26849,0.01,0.675402879714966
26850,0.492896795272827,0.745822489261627
26851,0.01,0.0435097217559814
26852,0.01,0.0924003720283508
26853,0.391927659511566,0.55983430147171
26854,0.01,0.0795470476150513
26855,0.450186759233475,0.837620139122009
26856,0.01,0.0014423131942749
26857,0.335223793983459,0.133178561925888
26858,0.105180412530899,0.668908953666687
26859,0.139672338962555,0.227605313062668
26860,0.266824126243591,0.225469827651978
26861,0.0923505127429962,0.108970880508423
26862,0.183423399925232,0.309803336858749
26863,0.0957275331020355,0.430948853492737
26864,0.47957968711853,0.485304027795792
26865,0.01,0.0255227088928223
26866,0.255499005317688,0.724589884281158
26867,0.200798153877258,0.18616133928299
26868,0.561962604522705,0.930242419242859
26869,0.01,0.204190194606781
26870,0.540414571762085,0.784175515174866
26871,0.01,0.01
26872,0.01,0.382048219442368
26873,0.169246017932892,0.808417320251465
26874,0.153549164533615,0.249955475330353
26875,0.45988067984581,0.857173562049866
26876,0.144055008888245,0.206321895122528
26877,0.107866495847702,0.148601174354553
26878,0.18774026632309,0.26191183924675
26879,0.01,0.01
26880,0.135356768965721,0.131823241710663
26881,0.01,0.0594601333141327
26882,0.0187188982963562,0.129847168922424
26883,0.01,0.289385855197906
26884,0.104926243424416,0.59984564781189
26885,0.336093664169312,0.815933406352997
26886,0.151062786579132,0.795785903930664
26887,0.603267431259155,0.910361647605896
26888,0.859892070293427,0.917727172374725
26889,0.0900426208972931,0.151584327220917
26890,0.156549289822578,0.494900166988373
26891,0.438381284475327,0.654498696327209
26892,0.0352334082126617,0.843432247638702
26893,0.10101018846035,0.192602336406708
26894,0.156572133302689,0.339891761541367
26895,0.151005953550339,0.842905402183533
26896,0.124244675040245,0.117646753787994
26897,0.01,0.345399558544159
26898,0.136958509683609,0.694609403610229
26899,0.219744294881821,0.2215276658535
26900,0.114804491400719,0.272245943546295
26901,0.01,0.347723066806793
26902,0.169208198785782,0.855055093765259
26903,0.175722882151604,0.0506932437419891
26904,0.114100635051727,0.266255497932434
26905,0.391883999109268,0.8172767162323
26906,0.01,0.271256983280182
26907,0.01,0.438946008682251
26908,0.156727433204651,0.806268811225891
26909,0.01,0.244152843952179
26910,0.142655745148659,0.384139567613602
26911,0.0975106805562973,0.131876170635223
26912,0.433715879917145,0.857841074466705
26913,0.717068731784821,0.844758152961731
26914,0.145922794938087,0.282823503017426
26915,0.104932934045792,0.644787192344666
26916,0.131008580327034,0.306391060352325
26917,0.01,0.01
26918,0.677014410495758,0.889309108257294
26919,0.316056728363037,0.653447389602661
26920,0.0907245576381683,0.149833858013153
26921,0.01,0.786492645740509
26922,0.01,0.74020928144455
26923,0.157404333353043,0.483937084674835
26924,0.659970998764038,0.856137096881866
26925,0.163468033075333,0.665294110774994
26926,0.241945341229439,0.530798077583313
26927,0.190347939729691,0.634869337081909
26928,0.146560832858086,0.456992983818054
26929,0.122549369931221,0.134035408496857
26930,0.778648734092712,0.927809596061707
26931,0.179281547665596,0.447952687740326
26932,0.0183982849121094,0.855405449867249
26933,0.0938170850276947,0.741882920265198
26934,0.295078486204147,0.755854964256287
26935,0.219183623790741,0.651288747787476
26936,0.376386880874634,0.244295865297318
26937,0.254502326250076,0.737439513206482
26938,0.133177191019058,0.0543296337127686
26939,0.01,0.0210057497024536
26940,0.195626646280289,0.235027492046356
26941,0.126279547810555,0.310956805944443
26942,0.606092035770416,0.752838432788849
26943,0.146899178624153,0.740582883358002
26944,0.147979885339737,0.219480723142624
26945,0.171015098690987,0.622576117515564
26946,0.158590748906136,0.732130169868469
26947,0.15412163734436,0.789143085479736
26948,0.0201900899410248,0.0975295901298523
26949,0.00617662072181702,0.114016473293304
26950,0.135659515857697,0.395965814590454
26951,0.00261938571929932,0.325454741716385
26952,0.858008861541748,0.959413230419159
26953,0.511272668838501,0.924301743507385
26954,0.11891533434391,0.190894991159439
26955,0.203561291098595,0.697205543518066
26956,0.17724646627903,0.664872407913208
26957,0.01,0.900963246822357
26958,0.134442135691643,0.893039584159851
26959,0.120632246136665,0.163185477256775
26960,0.01,0.0492001175880432
26961,0.164460599422455,0.532029867172241
26962,0.190839797258377,0.735617637634277
26963,0.170878827571869,0.307963490486145
26964,0.151817470788956,0.269665896892548
26965,0.721439838409424,0.924766063690186
26966,0.0864455848932266,0.12933623790741
26967,0.342934459447861,0.556536197662354
26968,0.104769259691238,0.824725270271301
26969,0.01,0.167567729949951
26970,0.509314358234406,0.501465618610382
26971,0.138907164335251,0.239727199077606
26972,0.01,0.01
26973,0.01,0.0334286689758301
26974,0.171510100364685,0.324671626091003
26975,0.142298206686974,0.726191520690918
26976,0.993577480316162,0.613329231739044
26977,0.01,0.262940585613251
26978,0.01,0.644071161746979
26979,0.402183711528778,0.761217474937439
26980,0.0297716557979584,0.195112466812134
26981,0.01,0.130462259054184
26982,0.5534947514534,0.868682086467743
26983,0.112581610679626,0.59510612487793
26984,0.132598981261253,0.191235840320587
26985,0.0349916815757751,0.110111057758331
26986,0.194183960556984,0.470973610877991
26987,0.0204509198665619,0.132426142692566
26988,0.010789155960083,0.125432074069977
26989,0.28141251206398,0.837118744850159
26990,0.01,0.0624939799308777
26991,0.314986646175385,0.427997052669525
26992,0.275885909795761,0.263553023338318
26993,0.233579277992249,0.805499017238617
26994,0.149556964635849,0.326226085424423
26995,0.0322894155979156,0.407439112663269
26996,0.369813203811646,0.353711605072021
26997,0.133856236934662,0.16163295507431
26998,0.0297228097915649,0.0579514503479004
26999,0.335791349411011,0.367902100086212
27000,0.0143930315971375,0.360522329807281
27001,0.01,0.800958871841431
27002,0.01,0.187721908092499
27003,0.01,0.0324905514717102
27004,0.195760041475296,0.682647705078125
27005,0.276888608932495,0.787198483943939
27006,0.732997417449951,0.828724145889282
27007,0.01,0.0732733905315399
27008,0.01,0.01
27009,0.108060300350189,0.234024524688721
27010,0.146472200751305,0.224751025438309
27011,0.116176173090935,0.174499034881592
27012,0.358572840690613,0.625505268573761
27013,0.13554060459137,0.278634995222092
27014,0.0782551169395447,0.314355194568634
27015,0.122680276632309,0.428668409585953
27016,0.162088260054588,0.423509776592255
27017,0.429641902446747,0.758072257041931
27018,0.145950317382812,0.17289337515831
27019,0.816782832145691,0.943340122699738
27020,0.18033492565155,0.186913639307022
27021,0.01,0.592623889446259
27022,0.189233660697937,0.272788107395172
27023,0.150711238384247,0.182116508483887
27024,0.0176993608474731,0.249847263097763
27025,0.01,0.01
27026,0.139076739549637,0.636097431182861
27027,0.0543326437473297,0.782270073890686
27028,0.273230254650116,0.817249894142151
27029,0.0858809351921082,0.194614171981812
27030,0.241440415382385,0.395965814590454
27031,0.174657315015793,0.823929667472839
27032,0.185472890734673,0.647854864597321
27033,0.228163212537766,0.716121315956116
27034,0.01,0.696540236473083
27035,0.101066529750824,0.246800422668457
27036,0.175956547260284,0.757066369056702
27037,0.488977074623108,0.764192640781403
27038,0.0152951180934906,0.0439058542251587
27039,0.621292054653168,0.845389366149902
27040,0.213733091950417,0.260241538286209
27041,0.020991176366806,0.720514833927155
27042,0.01,0.626834511756897
27043,0.317450255155563,0.866056978702545
27044,0.01,0.00633203983306885
27045,0.233579277992249,0.630991876125336
27046,0.107343763113022,0.166822880506516
27047,0.553807854652405,0.418622106313705
27048,0.237737610936165,0.37772673368454
27049,0.300037354230881,0.836634933948517
27050,0.0177353024482727,0.624468982219696
27051,0.308446049690247,0.527353703975677
27052,0.102696418762207,0.187282919883728
27053,0.89921361207962,0.938331782817841
27054,0.01,0.01
27055,0.0925762951374054,0.795413255691528
27056,0.01,0.01
27057,0.01,0.01
27058,0.728210270404816,0.898111581802368
27059,0.106565311551094,0.188469231128693
27060,0.01,0.423303842544556
27061,0.14173150062561,0.647332072257996
27062,0.01,0.33027058839798
27063,0.0473060011863708,0.511520385742188
27064,0.145036786794662,0.512876212596893
27065,0.131460785865784,0.230674147605896
27066,0.138911202549934,0.598974466323853
27067,0.361716687679291,0.676965296268463
27068,0.90717476606369,0.92219877243042
27069,0.5319504737854,0.925695180892944
27070,0.01,0.0499399304389954
27071,0.148905053734779,0.395965814590454
27072,0.01,0.727974891662598
27073,0.0939866602420807,0.786511182785034
27074,0.0428764224052429,0.262431412935257
27075,0.632405519485474,0.774542212486267
27076,0.315726339817047,0.830056607723236
27077,0.01,0.10358390212059
27078,0.311542212963104,0.874880194664001
27079,0.175651028752327,0.909174203872681
27080,0.0899121016263962,0.266628682613373
27081,0.0578028112649918,0.705657839775085
27082,0.149282217025757,0.334957659244537
27083,0.117888927459717,0.234395861625671
27084,0.906383514404297,0.728684186935425
27085,0.01,0.01
27086,0.136078923940659,0.145749241113663
27087,0.177933484315872,0.205016255378723
27088,0.346084445714951,0.744260430335999
27089,0.191847488284111,0.189179211854935
27090,0.209755957126617,0.620717287063599
27091,0.515321135520935,0.199573189020157
27092,0.0879904925823212,0.262602031230927
27093,0.114626795053482,0.181824654340744
27094,0.01,0.064919650554657
27095,0.115104615688324,0.573291420936584
27096,0.01,0.230522692203522
27097,0.619692087173462,0.737795889377594
27098,0.59581184387207,0.804753422737122
27099,0.155134186148643,0.372189432382584
27100,0.0574381053447723,0.77835887670517
27101,0.01,0.497135013341904
27102,0.141243308782578,0.860890746116638
27103,0.01,0.0316905975341797
27104,0.221260473132133,0.618421912193298
27105,0.0830857455730438,0.376347035169601
27106,0.618987739086151,0.913310945034027
27107,0.310720086097717,0.715055346488953
27108,0.173289194703102,0.458471179008484
27109,0.101886317133904,0.172480642795563
27110,0.141189530491829,0.603603363037109
27111,0.0622353106737137,0.388480335474014
27112,0.247112423181534,0.64242297410965
27113,0.151447847485542,0.220731258392334
27114,0.200161874294281,0.395965814590454
27115,0.46929007768631,0.781202435493469
27116,0.238432049751282,0.824629902839661
27117,0.00236308574676514,0.116184294223785
27118,0.155806422233582,0.541037082672119
27119,0.01,0.1893230676651
27120,0.306393533945084,0.961970746517181
27121,0.01,0.789698481559753
27122,0.130326882004738,0.283518016338348
27123,0.0987991690635681,0.139570474624634
27124,0.140710413455963,0.110007405281067
27125,0.01,0.00977027416229248
27126,0.128036931157112,0.01
27127,0.0346916913986206,0.101845502853394
27128,0.113325461745262,0.503567159175873
27129,0.314448893070221,0.664896786212921
27130,0.24934521317482,0.395965814590454
27131,0.116100415587425,0.129361808300018
27132,0.457566291093826,0.826280236244202
27133,0.163850024342537,0.649537444114685
27134,0.559147238731384,0.857650578022003
27135,0.155519023537636,0.770503640174866
27136,0.0618564486503601,0.525802552700043
27137,0.01,0.113150835037231
27138,0.167678385972977,0.635475635528564
27139,0.157197237014771,0.190554291009903
27140,0.930220425128937,0.917802095413208
27141,0.505768775939941,0.779725909233093
27142,0.133780926465988,0.245870649814606
27143,0.0648774206638336,0.496164798736572
27144,0.115718573331833,0.107143402099609
27145,0.476976603269577,0.726332306861877
27146,0.144944787025452,0.853312075138092
27147,0.093613475561142,0.226407587528229
27148,0.172572463750839,0.108058154582977
27149,0.282478958368301,0.187131881713867
27150,0.4822818338871,0.945645928382874
27151,0.185222834348679,0.767181634902954
27152,0.095848947763443,0.230553269386292
27153,0.233579277992249,0.772316455841064
27154,0.596267580986023,0.868353307247162
27155,0.18322691321373,0.686680376529694
27156,0.01,0.35711207985878
27157,0.01,0.273861736059189
27158,0.128327190876007,0.354562431573868
27159,0.092832013964653,0.180637180805206
27160,0.162576988339424,0.124111831188202
27161,0.254560381174088,0.592545330524445
27162,0.195826530456543,0.838345050811768
27163,0.5733283162117,0.58349609375
27164,0.204402714967728,0.194530010223389
27165,0.459198951721191,0.696941256523132
27166,0.01,0.114687144756317
27167,0.128267556428909,0.579386293888092
27168,0.140756100416183,0.829639256000519
27169,0.601287722587585,0.737077176570892
27170,0.321520090103149,0.815282642841339
27171,0.131563425064087,0.265488177537918
27172,0.0846826732158661,0.831886887550354
27173,0.232340544462204,0.563245356082916
27174,0.01,0.01
27175,0.154250770807266,0.172043144702911
27176,0.483496427536011,0.886668086051941
27177,0.744885861873627,0.923379361629486
27178,0.182268664240837,0.468678891658783
27179,0.218273371458054,0.27711147069931
27180,0.24123452603817,0.493976444005966
27181,0.0894363820552826,0.814696788787842
27182,0.51571649312973,0.838416337966919
27183,0.1243826597929,0.607593238353729
27184,0.0466046333312988,0.246759355068207
27185,0.44782418012619,0.75696587562561
27186,0.2020143866539,0.696393132209778
27187,0.165635749697685,0.217303246259689
27188,0.128657728433609,0.464853376150131
27189,0.156842142343521,0.593194603919983
27190,0.478524595499039,0.811697006225586
27191,0.172317579388618,0.879442274570465
27192,0.444266021251678,0.76137238740921
27193,0.01,0.132230877876282
27194,0.187751427292824,0.514537751674652
27195,0.117920249700546,0.211862862110138
27196,0.260655671358109,0.395965814590454
27197,0.140012174844742,0.592251658439636
27198,0.99,0.97397768497467
27199,0.01,0.109685361385345
27200,0.305880457162857,0.698132455348969
27201,0.571519136428833,0.811631441116333
27202,0.0125381052494049,0.14723140001297
27203,0.0139855146408081,0.160704493522644
27204,0.0447286367416382,0.134587645530701
27205,0.228822559118271,0.428022682666779
27206,0.01,0.0729373097419739
27207,0.133729308843613,0.398587226867676
27208,0.616176605224609,0.734683275222778
27209,0.205672606825829,0.597246289253235
27210,0.404680728912354,0.291161984205246
27211,0.140568435192108,0.286794155836105
27212,0.472577214241028,0.913321495056152
27213,0.431203037500381,0.694827198982239
27214,0.01,0.0440148115158081
27215,0.143247976899147,0.51472020149231
27216,0.144779443740845,0.892491221427917
27217,0.01,0.228573083877563
27218,0.635433793067932,0.922426879405975
27219,0.448791682720184,0.66870641708374
27220,0.140845313668251,0.329270511865616
27221,0.164323300123215,0.699069440364838
27222,0.162830382585526,0.630690097808838
27223,0.0158830881118774,0.733201801776886
27224,0.238999158143997,0.790859580039978
27225,0.194477140903473,0.274047613143921
27226,0.01,0.164341747760773
27227,0.157578602433205,0.274331569671631
27228,0.371064364910126,0.837465405464172
27229,0.668771505355835,0.878578126430511
27230,0.168469160795212,0.939446210861206
27231,0.317519634962082,0.878190696239471
27232,0.134888261556625,0.641776502132416
27233,0.226905554533005,0.245270907878876
27234,0.107591047883034,0.0213213562965393
27235,0.899330317974091,0.950457870960236
27236,0.128072053194046,0.887064695358276
27237,0.289235353469849,0.580292642116547
27238,0.217123135924339,0.717921197414398
27239,0.470556944608688,0.136333227157593
27240,0.152543395757675,0.521817266941071
27241,0.147975593805313,0.252159774303436
27242,0.233645260334015,0.503090620040894
27243,0.0531632304191589,0.144836604595184
27244,0.0974391400814056,0.0940937399864197
27245,0.161460310220718,0.501930117607117
27246,0.7852503657341,0.944759249687195
27247,0.170390993356705,0.891053378582001
27248,0.159935995936394,0.75506579875946
27249,0.155086815357208,0.429290533065796
27250,0.146630361676216,0.266356289386749
27251,0.0481471419334412,0.292536079883575
27252,0.45250329375267,0.680107057094574
27253,0.113106995820999,0.877667427062988
27254,0.838202178478241,0.941139578819275
27255,0.179206520318985,0.325102061033249
27256,0.582949757575989,0.954434871673584
27257,0.316355913877487,0.380959242582321
27258,0.466106981039047,0.773839950561523
27259,0.549583554267883,0.852698564529419
27260,0.198597222566605,0.602480888366699
27261,0.167702212929726,0.699834108352661
27262,0.235275030136108,0.698547601699829
27263,0.0241819620132446,0.0318472385406494
27264,0.0920636504888535,0.0435550212860107
27265,0.01,0.230927467346191
27266,0.215170547366142,0.579795658588409
27267,0.15444153547287,0.726542174816132
27268,0.01,0.0653507113456726
27269,0.558038294315338,0.558407366275787
27270,0.0188030600547791,0.131076157093048
27271,0.101036608219147,0.239679932594299
27272,0.01,0.28424671292305
27273,0.01,0.141095340251923
27274,0.193340167403221,0.469541251659393
27275,0.184822976589203,0.481522589921951
27276,0.01,0.109497934579849
27277,0.0607142001390457,0.801150500774384
27278,0.160122036933899,0.340657204389572
27279,0.0903275609016418,0.234238922595978
27280,0.446529686450958,0.429480940103531
27281,0.14257287979126,0.350478023290634
27282,0.073570191860199,0.785414934158325
27283,0.01,0.106861114501953
27284,0.23719123005867,0.478218555450439
27285,0.128925770521164,0.270196914672852
27286,0.145485073328018,0.298217058181763
27287,0.200912356376648,0.567147612571716
27288,0.31637778878212,0.864005088806152
27289,0.253953397274017,0.480152249336243
27290,0.13222548365593,0.142633080482483
27291,0.707140326499939,0.808375954627991
27292,0.110775619745255,0.702472925186157
27293,0.149411767721176,0.899746596813202
27294,0.0143711268901825,0.0851612091064453
27295,0.244760885834694,0.822487711906433
27296,0.0944576859474182,0.684774339199066
27297,0.104233980178833,0.727035403251648
27298,0.146735593676567,0.267255663871765
27299,0.308803141117096,0.723623752593994
27300,0.174116045236588,0.908702254295349
27301,0.01,0.101459264755249
27302,0.162243410944939,0.729648292064667
27303,0.01,0.0100575089454651
27304,0.17847852408886,0.796491622924805
27305,0.01,0.0118455290794373
27306,0.142900109291077,0.62064915895462
27307,0.702521204948425,0.807700335979462
27308,0.136131808161736,0.257521867752075
27309,0.486599177122116,0.918070197105408
27310,0.141856849193573,0.233779728412628
27311,0.01,0.0641178786754608
27312,0.167519211769104,0.473292231559753
27313,0.12664532661438,0.174175560474396
27314,0.01,0.0496196746826172
27315,0.146164372563362,0.391642540693283
27316,0.416160464286804,0.77719110250473
27317,0.154892101883888,0.211287379264832
27318,0.356710255146027,0.395864486694336
27319,0.459219813346863,0.903556704521179
27320,0.437085092067719,0.751203000545502
27321,0.154424101114273,0.590956449508667
27322,0.265231132507324,0.226760655641556
27323,0.125279113650322,0.586715757846832
27324,0.400505840778351,0.66069507598877
27325,0.796862661838531,0.946027636528015
27326,0.159167483448982,0.678039789199829
27327,0.333172589540482,0.285332083702087
27328,0.182655304670334,0.651925027370453
27329,0.132848501205444,0.26277694106102
27330,0.01,0.427490800619125
27331,0.12094609439373,0.246911525726318
27332,0.18314017355442,0.871799647808075
27333,0.318044096231461,0.784369766712189
27334,0.01,0.0319656133651733
27335,0.111232280731201,0.130446761846542
27336,0.119745433330536,0.195053368806839
27337,0.229617938399315,0.838515043258667
27338,0.267970234155655,0.462241590023041
27339,0.233579277992249,0.307618975639343
27340,0.00165241956710815,0.156362771987915
27341,0.233579277992249,0.6744304895401
27342,0.01,0.598059237003326
27343,0.0574385225772858,0.11752712726593
27344,0.270802289247513,0.527472794055939
27345,0.1284549087286,0.270195305347443
27346,0.787765324115753,0.954442799091339
27347,0.569713473320007,0.844249963760376
27348,0.0182845592498779,0.306440591812134
27349,0.114690124988556,0.164856731891632
27350,0.141160637140274,0.903405845165253
27351,0.78000545501709,0.840535640716553
27352,0.01,0.288873136043549
27353,0.01,0.01
27354,0.154948517680168,0.700693249702454
27355,0.30181422829628,0.38142517209053
27356,0.283642470836639,0.644315600395203
27357,0.01,0.376958012580872
27358,0.215257316827774,0.730613827705383
27359,0.295063823461533,0.755378901958466
27360,0.158168390393257,0.614524126052856
27361,0.0511222183704376,0.888532876968384
27362,0.190379738807678,0.580888748168945
27363,0.243297308683395,0.241335183382034
27364,0.175648704171181,0.462480992078781
27365,0.371914476156235,0.467889994382858
27366,0.48908868432045,0.690469741821289
27367,0.334835052490234,0.638572156429291
27368,0.182398647069931,0.622398138046265
27369,0.126744359731674,0.072838306427002
27370,0.125977262854576,0.777100563049316
27371,0.235716670751572,0.364562273025513
27372,0.143024891614914,0.207193911075592
27373,0.674825847148895,0.735373854637146
27374,0.01,0.345710247755051
27375,0.147300407290459,0.868770718574524
27376,0.503554463386536,0.511667490005493
27377,0.12098953127861,0.513088762760162
27378,0.11231940984726,0.200466454029083
27379,0.129770129919052,0.228187322616577
27380,0.132278859615326,0.881789922714233
27381,0.144146218895912,0.63354104757309
27382,0.262368738651276,0.131105601787567
27383,0.168701216578484,0.66503632068634
27384,0.111605316400528,0.438926637172699
27385,0.125849902629852,0.846500992774963
27386,0.248199328780174,0.824748814105988
27387,0.237368389964104,0.752981245517731
27388,0.167998492717743,0.291170597076416
27389,0.232355654239655,0.24822860956192
27390,0.01,0.034442663192749
27391,0.129585772752762,0.765323579311371
27392,0.525732755661011,0.836374282836914
27393,0.01,0.072888970375061
27394,0.01,0.30512335896492
27395,0.559600830078125,0.736242592334747
27396,0.01,0.058217465877533
27397,0.765768527984619,0.91995370388031
27398,0.379850000143051,0.776543736457825
27399,0.01,0.391317248344421
27400,0.15420226752758,0.675704002380371
27401,0.287909805774689,0.406194508075714
27402,0.262031853199005,0.785369277000427
27403,0.0175132155418396,0.194827407598495
27404,0.489846706390381,0.248578816652298
27405,0.783449530601501,0.86469841003418
27406,0.070192888379097,0.181741297245026
27407,0.0497276186943054,0.0768206715583801
27408,0.145290300250053,0.65693873167038
27409,0.732212781906128,0.948503375053406
27410,0.147638946771622,0.258265882730484
27411,0.17094723880291,0.395965814590454
27412,0.132724970579147,0.716025471687317
27413,0.01,0.184639394283295
27414,0.718230843544006,0.758023858070374
27415,0.133995562791824,0.314326077699661
27416,0.262640029191971,0.395965814590454
27417,0.197977006435394,0.329806953668594
27418,0.493812829256058,0.1804279088974
27419,0.500685930252075,0.891653418540955
27420,0.14517442882061,0.203539431095123
27421,0.301763653755188,0.377213776111603
27422,0.302524834871292,0.762026965618134
27423,0.0928172469139099,0.280165135860443
27424,0.182316318154335,0.408781349658966
27425,0.261907637119293,0.599936366081238
27426,0.128168061375618,0.209816336631775
27427,0.174489468336105,0.407619953155518
27428,0.122617647051811,0.208037495613098
27429,0.563323736190796,0.283740103244781
27430,0.150000497698784,0.729194581508636
27431,0.254937678575516,0.619844973087311
27432,0.21381002664566,0.652527332305908
27433,0.12838089466095,0.798373460769653
27434,0.22716560959816,0.407756209373474
27435,0.237381517887115,0.637870371341705
27436,0.0779770612716675,0.211355984210968
27437,0.183696806430817,0.186384379863739
27438,0.140161439776421,0.247363865375519
27439,0.246359497308731,0.2738276720047
27440,0.139513403177261,0.404229402542114
27441,0.903074383735657,0.906150937080383
27442,0.269281089305878,0.933845520019531
27443,0.01,0.113947480916977
27444,0.01,0.00582492351531982
27445,0.01,0.01
27446,0.0415009558200836,0.148651301860809
27447,0.0975844413042068,0.208221107721329
27448,0.320344150066376,0.407959252595901
27449,0.176337987184525,0.881833791732788
27450,0.01,0.893702626228333
27451,0.0656608492136002,0.15924146771431
27452,0.01,0.00369632244110107
27453,0.169069975614548,0.846359133720398
27454,0.136157140135765,0.315005660057068
27455,0.19776913523674,0.20639905333519
27456,0.149896562099457,0.302052825689316
27457,0.0648223161697388,0.224088370800018
27458,0.139414340257645,0.285658001899719
27459,0.138788878917694,0.249235928058624
27460,0.538137555122375,0.776548385620117
27461,0.173265099525452,0.224836945533752
27462,0.117363691329956,0.396547883749008
